dreamteam_count,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,team,position,player_name
1,5.3,3.9,1.5,59,181672,187644,1044,0,4,5,9,0,0,0,0,0,0,4,284,259.4,282.1,111.0,65.4,Man City,Defender,Oleksandr Zinchenko
3,7.9,4.9,7.6,137,2916929,2470123,2125,9,6,13,16,0,0,0,1,0,0,11,483,580.8,716.4,954.0,225.5,Man City,Midfielder,Phil Foden
0,5.5,3.8,1.9,127,327824,228706,2884,7,2,17,22,0,0,0,5,0,0,9,618,758.2,541.4,444.0,174.8,Man City,Midfielder,Rodrigo Hernandez
1,6.7,6.5,1.9,26,1732247,1836096,303,2,1,3,1,0,0,0,0,0,0,2,65,88.6,30.0,204.0,32.3,Man City,Midfielder,Ferran Torres
0,4.7,2.4,0.3,45,46459,62805,956,2,1,3,12,0,0,0,1,0,0,2,209,224.8,177.2,154.0,55.7,Man City,Midfielder,Fernando Luiz Rosa
0,4.5,2.2,0.1,9,13640,15165,121,0,1,1,0,0,0,0,0,0,0,0,29,11.0,30.8,60.0,10.2,Man City,Midfielder,Cole Palmer
0,4.4,1.0,0.0,2,601,511,18,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,Man City,Midfielder,James McAtee
0,4.0,1.0,0.0,1,867,643,3,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,Man City,Defender,Conrad Egan-Riley
0,5.0,1.0,0.0,1,24621,23440,6,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,Man City,Forward,Kayky da Silva Chagas
0,4.5,1.0,0.2,1,46509,26926,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,2.0,0.1,Man City,Forward,Liam Delap
0,8.4,2.3,1.6,34,171076,630082,760,2,1,1,10,0,0,0,0,0,0,2,105,115.0,98.3,304.0,51.9,Man Utd,Forward,Edinson Cavani
2,5.0,3.5,8.5,132,1953005,1648388,3420,0,0,8,57,0,2,0,0,0,127,7,667,965.8,0.3,0.0,96.1,Man Utd,Goalkeeper,David de Gea
1,4.3,2.3,0.5,52,90149,82011,1375,0,4,2,26,0,0,0,3,0,0,3,271,302.6,216.9,45.0,56.5,Man Utd,Midfielder,Nemanja Matic
1,7.4,3.2,6.3,65,2197757,2527837,1347,1,9,2,22,0,0,0,7,1,0,6,254,332.6,355.1,328.0,101.4,Man Utd,Midfielder,Paul Pogba
0,5.4,2.3,4.3,69,383176,1048532,2513,1,0,7,43,1,0,0,7,1,0,4,451,571.0,77.2,316.0,96.5,Man Utd,Defender,Harry Maguire
1,4.9,3.3,0.8,93,382905,373780,2026,4,5,7,31,1,0,0,5,0,0,8,426,587.4,409.1,201.0,119.8,Man Utd,Midfielder,Frederico Rodrigues de Paula Santos
0,5.0,2.3,10.8,46,918566,4223398,1600,0,3,3,24,0,0,0,8,0,0,3,276,292.0,586.1,54.0,93.3,Man Utd,Defender,Luke Shaw
0,6.7,1.8,0.9,29,61585,155617,354,2,0,0,13,0,0,0,1,0,0,1,105,115.8,109.5,102.0,32.7,Man Utd,Midfielder,Jesse Lingard
2,11.6,4.2,13.5,151,2639954,5596231,3110,10,7,8,54,0,0,2,10,0,0,15,626,906.6,1291.9,910.0,311.2,Man Utd,Midfielder,Bruno Miguel Borges Fernandes
0,7.6,1.8,0.5,14,30481,149213,207,1,0,0,3,0,0,0,0,0,0,2,40,40.4,17.5,91.0,14.6,Man Utd,Forward,Anthony Martial
1,4.9,3.2,0.8,67,289026,232278,1658,0,4,5,26,0,0,0,1,0,0,6,345,399.6,455.6,103.0,95.9,Man Utd,Defender,Alex Nicolao Telles
0,9.4,2.5,0.6,63,315201,312857,1224,4,2,2,28,0,0,0,2,0,0,0,171,233.8,155.4,406.0,79.4,Man Utd,Midfielder,Marcus Rashford
0,4.4,1.6,0.3,14,23217,63204,505,0,0,1,10,0,0,0,1,0,0,0,86,71.2,1.1,43.0,11.5,Man Utd,Defender,Axel Tuanzebe
0,4.8,2.4,0.5,66,101886,126059,2353,0,2,6,47,0,0,0,4,0,0,4,471,449.0,76.3,66.0,59.3,Man Utd,Defender,Victor Lindelöf
1,5.4,2.3,0.3,68,93994,120847,2386,1,2,8,37,0,0,0,9,0,0,2,346,478.4,325.1,297.0,110.1,Man Utd,Midfielder,Scott McTominay
0,4.9,0.5,0.1,2,12015,18564,216,0,0,0,4,1,0,0,1,0,0,0,22,36.0,1.0,0.0,3.7,Man Utd,Defender,Eric Bailly
0,5.1,2.0,2.9,41,243548,804541,1793,0,0,3,35,0,0,0,2,0,0,3,329,371.8,237.0,123.0,73.3,Man Utd,Defender,Aaron Wan-Bissaka
2,7.1,3.9,3.9,71,1920676,2372148,1269,5,2,3,18,0,0,0,1,0,0,7,232,292.2,266.1,516.0,107.3,Man Utd,Midfielder,Mason Greenwood
0,4.7,1.4,0.1,10,5875,7969,230,0,0,1,4,0,0,0,0,0,0,0,50,33.8,53.9,57.0,14.5,Man Utd,Midfielder,Juan Mata
1,8.9,3.1,2.1,91,486831,1081917,1894,3,4,6,28,0,0,0,0,0,0,9,362,363.2,596.7,549.0,150.9,Man Utd,Midfielder,Jadon Sancho
0,4.2,2.2,1.4,54,643271,538924,1797,0,0,5,29,0,0,0,4,0,0,5,382,411.0,286.1,126.0,82.2,Man Utd,Defender,José Diogo Dalot Teixeira
0,4.8,2.8,0.8,59,210903,145567,1208,2,3,4,17,0,0,0,0,0,0,2,193,206.2,172.1,303.0,68.2,Man Utd,Midfielder,Anthony Elanga
2,5.5,3.4,2.3,75,703400,689501,1829,1,1,5,22,0,0,0,0,0,0,9,378,402.4,60.0,119.0,58.5,Man Utd,Defender,Raphaël Varane
8,12.2,5.3,18.1,159,7045959,6056855,2454,18,3,8,41,0,0,0,8,0,0,29,608,800.4,421.9,1535.0,274.6,Man Utd,Forward,Cristiano Ronaldo dos Santos Aveiro
0,4.5,1.0,0.0,4,5223,4157,161,0,0,0,3,0,0,0,0,0,0,0,41,53.0,1.6,0.0,5.5,Man Utd,Defender,Phil Jones
0,4.5,0.5,0.0,1,1116,658,67,0,0,0,2,0,0,0,2,0,0,0,-2,4.2,4.4,9.0,1.7,Man Utd,Midfielder,Hannibal Mejbri
0,4.5,1.0,0.0,2,849,306,12,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.3,0.0,0.0,Man Utd,Midfielder,Alejandro Garnacho Ferreyra
0,4.5,1.0,0.0,1,122,31,15,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.8,0.0,0.1,Man Utd,Midfielder,Shola Shoretire
0,5.3,2.7,0.8,79,505066,564746,2037,2,3,6,37,0,0,0,0,0,0,3,248,320.4,243.2,449.0,101.3,Newcastle,Midfielder,Joseph Willock
0,4.7,3.1,2.8,101,438959,888670,2871,1,2,9,47,1,0,0,3,0,0,7,530,587.4,635.1,184.0,140.7,Newcastle,Defender,Matt Targett
1,4.4,3.2,1.1,92,309113,213973,2461,1,1,9,30,0,0,0,8,0,0,6,454,594.0,83.8,264.0,94.0,Newcastle,Defender,Dan Burn
0,6.3,2.7,1.8,91,958424,1051175,2694,5,0,6,41,0,0,0,1,0,0,8,228,274.8,265.4,784.0,130.5,Newcastle,Forward,Chris Wood
2,5.3,2.6,0.1,63,37966,41711,1981,2,1,6,30,0,0,0,5,1,0,6,292,320.8,246.7,156.0,72.6,Newcastle,Midfielder,Jonjo Shelvey
0,4.9,1.1,0.2,20,39089,53559,1333,0,2,0,37,0,0,0,5,0,0,0,207,226.0,420.4,92.0,74.0,Newcastle,Defender,Matt Ritchie
0,4.4,1.1,0.1,14,12883,20331,1012,0,1,0,27,0,0,0,2,1,0,1,131,189.2,49.9,95.0,33.1,Newcastle,Defender,Ciaran Clark
0,4.5,2.5,0.3,20,46851,80692,720,0,0,0,15,0,0,0,1,0,24,3,110,157.0,0.0,0.0,15.8,Newcastle,Goalkeeper,Karl Darlow
1,4.4,3.7,2.8,96,461912,230296,2340,0,0,8,35,0,0,0,1,0,73,9,465,590.8,20.0,0.0,61.1,Newcastle,Goalkeeper,Martin Dubravka
1,7.1,4.2,1.5,75,741395,1162192,1386,8,0,3,32,0,0,0,4,0,0,14,220,319.8,127.3,494.0,92.4,Newcastle,Forward,Callum Wilson
0,4.8,2.7,0.0,8,3981,7168,69,1,0,0,3,0,0,0,0,0,0,0,25,38.8,12.1,9.0,6.0,Newcastle,Midfielder,Jeff Hendrick
1,5.1,2.9,0.3,78,247027,238527,1459,2,5,5,23,0,0,0,3,0,0,8,263,250.2,428.1,324.0,99.2,Newcastle,Midfielder,Ryan Fraser
0,4.4,1.8,0.2,47,30871,47254,2055,1,1,3,44,2,0,0,5,0,0,2,284,418.4,46.4,280.0,74.2,Newcastle,Defender,Jamaal Lascelles
0,5.2,0.9,0.2,7,29968,38063,34,0,0,0,0,0,0,0,1,0,0,0,22,4.2,24.2,13.0,4.1,Newcastle,Forward,Dwight Gayle
0,4.5,2.3,0.0,7,3047,3467,197,0,0,1,1,0,0,0,2,0,0,0,28,24.2,1.9,0.0,2.6,Newcastle,Defender,Paul Dummett
0,3.9,2.0,4.6,38,710808,1064924,1258,1,3,1,27,0,0,0,5,0,0,0,206,244.2,65.4,64.0,37.7,Newcastle,Defender,Javier Manquillo
0,4.3,2.9,0.2,58,25337,16461,1636,0,1,6,20,0,0,0,5,0,0,3,262,270.4,102.7,54.0,42.9,Newcastle,Defender,Emil Krafth
0,4.6,1.9,0.4,62,154923,153095,1457,1,4,2,35,0,0,0,4,0,0,0,215,267.8,282.0,281.0,82.8,Newcastle,Midfielder,Jacob Murphy
2,4.1,3.5,2.5,88,711339,507246,2158,2,2,6,32,0,0,0,4,0,0,10,383,465.2,115.9,234.0,81.7,Newcastle,Defender,Fabian Schär
1,4.5,2.0,0.1,28,55543,62328,1000,1,0,0,25,0,0,0,5,0,0,3,124,187.6,33.6,66.0,28.3,Newcastle,Midfielder,Isaac Hayden
0,6.7,3.3,10.9,116,3775491,3405914,2804,5,7,9,54,0,0,0,6,0,0,15,394,575.8,671.5,862.0,211.3,Newcastle,Forward,Allan Saint-Maximin
0,5.0,2.0,0.2,59,47676,71012,1706,1,0,6,32,0,0,0,2,0,0,0,228,227.2,240.9,347.0,81.8,Newcastle,Midfielder,Miguel Almirón
0,4.3,2.0,0.5,48,143490,138008,1458,1,1,2,29,0,0,0,1,0,0,1,206,246.0,116.6,93.0,45.7,Newcastle,Midfielder,Sean Longstaff
1,5.9,2.4,1.7,83,363722,270123,2554,4,2,7,46,0,0,0,8,0,0,7,323,529.6,386.6,583.0,149.5,Newcastle,Forward,Joelinton Cássio Apolinário de Lira
0,4.2,2.0,0.1,10,9556,18396,261,0,0,1,4,0,0,0,1,0,0,0,39,39.4,13.8,2.0,5.6,Newcastle,Defender,Jamal Lewis
0,4.3,1.6,0.1,11,7585,19557,521,0,1,0,12,0,0,0,0,0,0,0,91,129.4,13.8,69.0,21.2,Newcastle,Defender,Federico Fernández
0,4.3,2.2,0.3,9,50848,66315,360,0,0,0,12,0,1,0,0,0,10,0,64,89.4,0.0,0.0,9.0,Newcastle,Goalkeeper,Freddie Woodman
0,4.9,4.7,0.3,28,164110,140033,429,2,0,1,5,0,0,0,0,0,0,3,101,164.8,128.3,14.0,30.8,Newcastle,Defender,Kieran Trippier
3,5.0,3.9,2.8,67,356596,105753,1031,5,1,4,13,0,0,0,4,0,0,11,245,407.6,190.9,323.0,92.3,Newcastle,Midfielder,Bruno Guimarães Rodriguez Moura
0,4.3,2.0,3.0,49,520857,930020,1852,0,1,2,52,0,0,0,2,0,0,1,283,280.2,458.7,134.0,87.2,Norwich,Midfielder,Billy Gilmour
0,3.9,1.4,4.6,36,1020895,840809,2119,0,1,2,52,0,0,0,8,0,0,4,346,371.0,289.3,80.0,74.5,Norwich,Defender,Brandon Williams
3,4.5,3.1,1.4,90,189364,213372,2610,0,0,5,62,1,0,0,1,0,106,11,527,799.8,13.4,0.0,81.4,Norwich,Goalkeeper,Tim Krul
2,6.1,3.8,9.6,142,1980603,1703648,3253,11,3,6,79,0,0,0,4,0,0,19,441,527.6,367.7,1087.0,198.2,Norwich,Forward,Teemu Pukki
0,4.4,1.2,0.2,23,48879,49011,759,0,0,0,16,0,0,0,0,0,0,0,112,89.4,129.6,117.0,33.5,Norwich,Midfielder,Lukas Rupp
0,4.9,2.2,0.1,69,21478,23078,2707,1,0,6,62,0,0,0,3,0,0,0,308,346.6,184.9,355.0,88.8,Norwich,Midfielder,Kenny McLean
0,4.4,2.2,0.2,71,43907,46592,2897,1,0,6,70,0,0,0,2,0,0,4,508,762.8,74.7,226.0,106.5,Norwich,Defender,Grant Hanley
0,4.4,1.3,0.0,20,4027,4887,1023,0,0,2,27,0,0,0,3,0,0,0,163,216.4,58.0,121.0,39.7,Norwich,Defender,Sam Byram
0,5.1,2.2,0.1,41,6646,9047,905,1,1,2,24,0,0,0,0,0,0,1,122,133.8,246.2,80.0,45.7,Norwich,Midfielder,Kieran Dowell
0,4.4,0.0,0.0,0,2924,9001,156,0,0,0,8,0,0,0,0,0,0,0,16,24.8,0.8,11.0,3.7,Norwich,Defender,Christoph Zimmermann
0,5.3,1.2,0.2,10,28054,72538,438,0,0,0,15,0,0,0,2,0,0,0,48,34.4,48.5,20.0,10.3,Norwich,Midfielder,Todd Cantwell
0,4.3,1.6,0.9,55,93800,200122,2879,0,2,4,69,1,0,0,8,0,0,2,413,511.4,318.2,184.0,100.9,Norwich,Defender,Max Aarons
0,4.3,0.9,0.0,9,1545,5374,600,0,0,0,18,0,0,0,0,0,0,0,92,112.2,13.5,88.0,21.5,Norwich,Defender,Jacob Sørensen
0,4.7,1.5,0.0,18,2890,3865,499,0,0,1,12,0,0,0,1,0,0,0,60,61.0,77.2,139.0,27.9,Norwich,Midfielder,Przemyslaw Placheta
0,4.8,2.1,0.5,36,238349,243120,617,1,2,1,11,0,0,0,0,0,0,3,107,120.2,84.0,187.0,38.5,Norwich,Forward,Adam Idah
1,3.9,2.8,2.0,14,484329,477743,381,1,0,0,9,0,0,0,1,0,0,3,74,126.4,5.7,35.0,16.8,Norwich,Defender,Andrew Omobamidele
0,4.0,3.4,1.8,31,199946,164276,810,0,0,1,22,0,1,0,0,0,35,3,177,305.4,0.0,0.0,30.6,Norwich,Goalkeeper,Angus Gunn
0,5.2,2.3,0.1,70,27806,37275,2228,1,2,4,56,0,0,0,0,0,0,0,191,297.4,527.8,460.0,128.7,Norwich,Midfielder,Milot Rashica
0,4.4,1.9,0.1,53,11409,15467,2494,0,0,6,57,0,0,0,3,1,0,0,412,549.8,46.7,139.0,73.8,Norwich,Defender,Ben Gibson
0,4.4,2.2,0.1,39,7104,11591,1165,0,1,4,27,0,0,0,2,0,0,2,241,264.0,137.4,51.0,45.3,Norwich,Defender,Dimitris Giannoulis
0,4.8,2.1,0.1,70,17963,20516,2261,1,2,5,55,0,0,0,5,0,0,1,341,365.0,390.1,243.0,99.6,Norwich,Midfielder,Pierre Lees-Melou
0,3.9,0.0,0.2,0,18099,33073,45,0,0,0,3,0,0,0,0,0,0,0,6,9.6,3.3,0.0,1.3,Norwich,Defender,Bali Mumba
1,5.4,2.3,0.2,60,93315,88832,1566,2,2,4,33,0,0,0,1,0,0,3,205,189.0,166.7,323.0,68.0,Norwich,Forward,Joshua Sargent
0,4.8,1.1,0.0,16,5431,9181,326,0,0,0,9,0,0,0,0,0,0,0,58,38.6,97.0,107.0,24.1,Norwich,Midfielder,Christos Tzolis
0,4.3,1.6,0.0,18,11272,10809,923,0,0,2,25,0,0,0,2,0,0,0,137,166.2,23.9,65.0,25.6,Norwich,Defender,Ozan Kabak
0,4.5,2.3,0.1,52,71877,66620,1643,1,2,4,40,0,0,0,6,0,0,3,206,273.6,209.8,112.0,59.2,Norwich,Midfielder,Mathias Normann
0,4.4,1.2,0.0,16,2267,1760,208,0,1,0,5,0,0,0,0,0,0,0,39,42.0,62.1,48.0,15.2,Norwich,Midfielder,Jonathan Rowe
0,4.5,1.0,0.0,3,467,351,140,0,0,0,6,0,0,0,1,0,0,0,11,14.4,25.7,27.0,6.7,Norwich,Midfielder,Tony Springett
0,5.8,1.3,0.1,12,7454,22352,376,0,0,0,8,0,0,0,0,0,0,0,28,13.6,19.2,70.0,9.7,Southampton,Midfielder,Theo Walcott
1,4.4,3.0,1.2,57,156746,154522,1710,0,0,3,35,0,0,0,1,0,68,6,330,559.8,0.0,0.0,56.2,Southampton,Goalkeeper,Fraser Forster
0,4.3,3.2,1.2,55,473975,532171,1530,0,0,5,27,0,0,0,1,0,44,3,286,334.4,10.0,0.0,34.5,Southampton,Goalkeeper,Alex McCarthy
1,4.5,2.4,0.5,88,109114,111921,2890,2,2,7,52,0,0,0,9,0,0,6,487,540.6,525.2,247.0,131.5,Southampton,Midfielder,Oriol Romeu Vidal
0,5.9,2.9,0.1,79,57815,61162,1827,1,6,4,33,0,0,0,0,0,0,6,313,333.6,516.0,310.0,116.0,Southampton,Midfielder,Nathan Redmond
0,4.4,1.1,0.1,12,3852,9828,810,0,0,1,19,0,0,0,3,0,0,0,135,192.8,48.2,6.0,24.8,Southampton,Defender,Jack Stephens
0,5.8,2.3,0.2,57,36300,55349,1465,2,1,3,30,0,0,0,1,0,0,3,239,266.2,384.0,377.0,102.7,Southampton,Midfielder,Stuart Armstrong
3,6.4,4.4,5.3,159,1395323,1290848,3215,10,5,7,65,0,0,0,3,1,0,21,769,970.0,1170.6,413.0,255.5,Southampton,Midfielder,James Ward-Prowse
1,4.8,2.6,1.1,82,233550,207168,2630,1,3,6,49,0,0,0,5,0,0,7,481,481.8,376.9,425.0,128.0,Southampton,Defender,Kyle Walker-Peters
2,4.4,3.0,1.4,94,296247,267883,2629,4,0,7,52,1,0,0,10,0,0,15,499,699.6,88.1,321.0,111.2,Southampton,Defender,Jan Bednarek
0,6.5,3.4,2.6,103,1093888,1033747,2034,7,4,5,40,0,0,0,0,0,0,11,333,425.8,337.7,804.0,156.8,Southampton,Forward,Che Adams
0,4.7,2.1,0.0,29,6764,13977,802,0,2,1,18,0,0,0,2,0,0,0,81,79.4,102.2,138.0,31.7,Southampton,Midfielder,Nathan Tella
0,4.5,1.2,0.0,5,23864,23824,132,0,0,0,5,0,0,0,0,0,0,0,25,7.2,15.7,8.0,3.1,Southampton,Midfielder,William Smallbone
1,4.5,1.9,0.1,44,28526,29108,1016,0,3,1,21,0,0,0,1,0,0,3,187,177.6,209.6,79.0,46.6,Southampton,Midfielder,Ibrahima Diallo
0,5.2,1.1,0.0,13,4993,8778,452,0,0,1,10,0,0,0,3,0,0,0,21,45.2,88.2,130.0,26.1,Southampton,Midfielder,Moussa Djenepo
0,4.5,1.7,0.2,58,56374,52283,2971,0,0,6,58,1,0,0,8,1,0,4,478,730.2,139.6,330.0,119.7,Southampton,Defender,Mohammed Salisu
0,4.8,1.9,0.1,38,14372,18983,1621,0,1,3,33,0,0,0,3,0,0,1,189,195.2,152.7,178.0,52.4,Southampton,Defender,Romain Perraud
0,4.2,2.9,6.6,80,2847356,2526604,2200,1,2,7,42,0,0,0,2,0,0,7,440,437.2,327.4,221.0,98.8,Southampton,Defender,Tino Livramento
0,5.4,3.0,0.2,90,68854,61999,2039,4,3,8,35,0,0,0,4,0,0,6,243,393.4,373.0,719.0,148.4,Southampton,Midfielder,Mohamed Elyounoussi
1,5.3,2.9,7.9,92,2475672,1840563,1969,6,2,5,37,0,0,0,2,0,0,11,234,280.2,159.2,720.0,115.6,Southampton,Forward,Armando Broja
0,5.4,1.5,0.2,19,35247,42765,300,1,0,0,5,0,0,0,1,0,0,0,48,57.8,29.5,171.0,25.7,Southampton,Forward,Shane Long
1,5.7,2.5,1.4,57,856507,891454,1409,2,3,4,31,0,0,0,1,0,0,3,150,179.2,180.2,575.0,92.7,Southampton,Forward,Adam Armstrong
0,3.9,1.8,0.8,9,108005,67154,369,0,0,1,7,0,0,0,0,0,0,0,62,70.8,20.4,2.0,9.3,Southampton,Defender,Yan Valery
0,4.4,1.3,0.0,19,2289,2550,906,0,0,1,20,0,0,0,2,0,0,1,155,202.8,35.6,58.0,29.6,Southampton,Defender,Lyanco Evangelista Silveira Neves Vojnovic
0,4.2,1.0,0.0,2,10597,8615,180,0,0,0,5,0,0,0,1,0,6,0,23,53.2,0.0,0.0,5.4,Southampton,Goalkeeper,Willy Caballero
3,5.5,4.2,8.5,158,1347692,1155816,3420,0,0,16,40,0,0,0,2,0,97,11,703,746.2,23.0,0.0,76.9,Spurs,Goalkeeper,Hugo Lloris
7,12.5,5.2,23.4,192,4493587,3536480,3231,17,11,14,40,0,0,0,5,0,0,23,684,1036.4,674.0,1798.0,350.4,Spurs,Forward,Harry Kane
8,11.2,7.4,35.6,258,7099486,5720170,3009,23,10,18,30,0,0,0,2,0,0,27,819,1201.8,1051.5,1296.0,355.4,Spurs,Midfielder,Heung-Min Son
2,4.5,4.5,0.8,67,925647,926500,871,2,5,3,11,0,0,0,0,0,0,8,255,279.6,224.4,291.0,79.6,Spurs,Defender,Matt Doherty
0,4.7,3.8,6.5,132,1598682,1288484,3071,0,1,16,30,1,0,0,1,0,0,7,680,727.4,117.1,195.0,104.0,Spurs,Defender,Eric Dier
1,5.9,2.6,1.3,87,970540,963370,1763,2,6,8,21,0,0,0,4,0,0,4,324,390.8,490.0,431.0,131.1,Spurs,Midfielder,Lucas Rodrigues Moura da Silva
1,4.5,3.6,3.1,105,521494,279419,2537,1,2,12,30,0,0,0,6,0,0,3,490,501.4,203.5,254.0,96.2,Spurs,Defender,Ben Davies
2,4.8,3.0,2.6,109,673058,709395,3196,2,3,16,34,0,0,0,3,0,0,6,616,716.0,439.2,323.0,147.9,Spurs,Midfielder,Pierre-Emile Højbjerg
0,4.4,1.7,1.0,33,164381,191013,904,0,2,1,15,0,0,0,2,0,0,1,175,168.6,198.6,20.0,38.8,Spurs,Midfielder,Harry Winks
3,4.2,4.0,2.0,93,586266,522709,1626,2,1,10,16,0,0,0,4,0,0,8,417,421.4,94.3,186.0,70.2,Spurs,Defender,Davinson Sánchez
0,4.4,3.7,2.1,56,210988,30187,1046,0,3,6,11,0,0,0,2,0,0,3,231,171.0,204.9,137.0,51.3,Spurs,Defender,Ryan Sessegnon
1,5.9,2.2,0.4,55,154267,175468,548,3,2,3,6,0,0,0,1,0,0,3,138,164.8,111.6,275.0,55.1,Spurs,Midfielder,Steven Bergwijn
2,5.0,4.2,7.2,104,3340792,3182553,1914,2,4,9,25,0,0,0,4,0,0,9,438,468.8,459.9,362.0,129.3,Spurs,Defender,Sergio Reguilón
0,4.2,2.6,0.8,29,404744,419630,735,0,0,5,11,0,0,0,2,1,0,0,133,118.0,48.1,108.0,27.5,Spurs,Defender,Japhet Tanganga
0,5.9,1.2,0.1,11,7998,18414,231,0,0,0,5,0,0,0,0,0,0,0,41,33.4,77.6,59.0,16.8,Spurs,Midfielder,Giovani Lo Celso
0,4.4,1.9,0.6,34,307650,311150,1346,0,0,8,13,0,0,0,6,0,0,0,180,183.8,151.5,39.0,37.4,Spurs,Midfielder,Oliver Skipp
0,4.2,1.0,0.1,3,4150,10478,87,0,0,0,3,0,0,0,0,0,0,0,17,19.6,0.7,0.0,2.0,Spurs,Defender,Joe Rodon
0,5.7,2.4,0.2,22,28911,46409,481,1,1,0,11,0,0,0,1,0,0,0,85,99.8,83.1,122.0,30.4,Spurs,Midfielder,Tanguy Ndombele
0,5.7,1.0,0.1,9,5361,13734,86,0,0,0,1,0,0,0,0,0,0,0,32,22.8,37.3,25.0,8.5,Spurs,Midfielder,Bryan Gil Salvatierra
2,4.8,2.9,0.7,63,142185,124136,1844,1,0,5,25,0,0,0,8,0,0,10,385,498.8,98.9,102.0,69.9,Spurs,Defender,Cristian Romero
0,4.5,1.0,2.3,1,507282,498516,3,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.1,Spurs,Forward,Dane Scarlett
1,4.6,3.3,2.5,102,548967,335375,2282,1,1,10,26,0,0,0,5,0,0,8,489,463.0,448.9,298.0,121.1,Spurs,Defender,Emerson Aparecido Leite de Souza Junior
1,6.3,5.5,10.9,99,1776170,780053,1259,5,9,9,11,0,0,0,3,0,0,8,343,425.2,368.7,442.0,123.3,Spurs,Midfielder,Dejan Kulusevski
0,4.9,3.1,0.1,52,20754,13422,1360,0,4,9,12,0,0,0,5,0,0,4,266,322.8,244.8,122.0,68.9,Spurs,Midfielder,Rodrigo Bentancur
0,4.3,2.4,2.3,85,563218,514991,3220,2,1,4,73,0,0,0,5,0,0,1,408,569.6,514.5,320.0,140.6,Watford,Midfielder,Moussa Sissoko
3,4.2,3.1,19.7,81,1417262,1779747,2340,0,1,4,49,0,1,0,0,0,70,9,433,559.2,10.0,0.0,57.0,Watford,Goalkeeper,Ben Foster
0,4.2,0.9,0.2,7,22279,61162,688,0,0,0,16,0,0,0,4,0,0,0,75,104.8,80.5,39.0,22.4,Watford,Defender,Danny Rose
0,4.7,2.8,0.0,11,2454,6405,164,1,0,1,5,0,0,0,0,0,0,0,44,48.6,17.3,40.0,10.5,Watford,Midfielder,Dan Gosling
0,4.2,1.6,0.2,50,69084,67073,2394,0,1,3,55,0,0,0,3,0,0,1,393,504.6,46.4,42.0,59.3,Watford,Defender,Craig Cathcart
0,5.4,1.0,0.3,2,36912,261591,23,0,0,0,1,0,0,0,0,0,0,0,5,2.2,10.6,14.0,2.7,Watford,Forward,Troy Deeney
0,4.8,1.7,0.1,48,23642,29778,1611,0,2,2,38,0,0,0,2,0,0,0,209,227.4,313.3,143.0,68.3,Watford,Midfielder,Tom Cleverley
0,4.3,2.0,0.1,53,43842,49896,2143,0,5,2,49,0,0,0,2,0,0,1,385,422.0,399.2,53.0,87.7,Watford,Defender,Francisco Femenía Far
0,4.3,1.3,0.1,21,4201,9825,1190,0,0,1,30,0,0,0,0,0,0,0,163,245.2,27.1,44.0,31.7,Watford,Defender,Christian Kabasele
0,4.3,1.1,0.1,18,17463,23371,1388,0,0,0,30,0,0,0,3,0,0,0,171,252.6,14.1,17.0,28.4,Watford,Defender,William Troost-Ekong
0,4.0,2.1,1.3,25,377376,443139,1080,0,0,0,28,0,0,0,0,0,47,0,196,335.2,0.0,0.0,33.7,Watford,Goalkeeper,Daniel Bachmann
0,4.3,1.7,0.1,25,7625,14449,1075,0,1,1,26,0,0,0,0,0,0,2,179,220.0,120.6,31.0,37.2,Watford,Defender,Adam Masina
0,5.2,1.4,0.0,26,3223,6493,844,0,0,2,16,0,0,0,1,0,0,0,81,92.4,190.2,63.0,34.5,Watford,Midfielder,Ken Sema
0,4.8,1.0,0.2,3,41060,51653,28,0,0,0,0,0,0,0,0,0,0,0,5,9.0,0.5,20.0,3.0,Watford,Forward,Ashley Fletcher
0,4.3,1.0,0.0,5,4320,15578,427,0,0,0,9,1,0,0,0,0,0,0,57,95.0,0.5,19.0,11.5,Watford,Defender,Francisco Sierralta
1,5.7,3.7,2.7,81,1963682,2103831,1862,5,2,2,40,0,0,1,2,0,0,9,217,342.4,298.1,540.0,118.0,Watford,Midfielder,Ismaila Sarr
0,4.2,1.8,0.0,28,4054,6584,896,0,0,2,19,0,0,0,0,0,0,2,154,171.8,74.0,16.0,25.9,Watford,Defender,Jeremy Ngakia
0,5.2,1.6,0.0,31,133343,135204,1415,0,0,3,38,0,0,0,6,0,0,0,173,232.6,228.2,122.0,58.4,Watford,Midfielder,Imrân Louza
0,5.4,2.1,0.5,60,152141,129896,1634,3,1,2,35,0,0,0,1,0,0,4,207,332.6,291.2,610.0,123.7,Watford,Forward,João Pedro Junqueira de Jesus
