dreamteam_count,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,team,position,player_name
0,4.9,3.8,0.2,30,23131,21753,544,0,0,4,7,0,0,0,2,0,0,4,141,118.4,60.4,1.0,17.9,Chelsea,Defender,Malang Sarr
3,4.7,5.0,2.4,99,965891,911068,1447,3,1,9,9,0,0,0,2,0,0,11,396,405.8,105.8,151.0,66.1,Chelsea,Defender,Trevoh Chalobah
2,11.4,3.3,7.7,87,4049347,4443263,1583,8,1,7,14,0,0,0,1,0,0,12,310,367.0,303.3,704.0,137.2,Chelsea,Forward,Romelu Lukaku
0,4.5,1.0,0.0,1,868,2241,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,2.0,0.2,Chelsea,Defender,Emerson Palmieri dos Santos
0,4.9,1.6,0.1,16,40477,40451,478,0,1,1,6,0,0,0,1,0,0,0,68,89.6,66.0,60.0,21.5,Chelsea,Midfielder,Saúl Ñíguez
0,4.5,4.0,0.0,4,1089,764,58,0,1,0,0,0,0,0,0,0,0,0,19,30.6,25.0,24.0,8.0,Chelsea,Defender,Robert Kenedy Nunes do Nascimento
4,6.0,4.1,11.2,140,4656284,3852922,2843,8,6,11,38,0,0,0,10,0,0,16,469,673.8,635.9,672.0,197.9,Crystal Palace,Midfielder,Conor Gallagher
1,4.6,4.0,5.6,119,923128,875081,2655,0,0,11,33,0,0,0,2,0,83,11,567,614.6,0.0,0.0,61.4,Crystal Palace,Goalkeeper,Vicente Guaita
1,4.3,2.1,0.1,17,20816,25185,545,1,0,0,11,0,0,0,2,0,0,2,97,140.4,22.0,88.0,25.1,Crystal Palace,Defender,James Tomkins
0,4.3,2.6,1.1,54,567449,536483,1434,0,4,5,15,0,0,0,4,0,0,5,288,324.2,256.6,120.0,70.0,Crystal Palace,Midfielder,James McArthur
1,5.9,2.3,1.2,58,504738,547559,1132,4,1,4,20,0,0,0,3,0,0,6,173,250.2,176.7,523.0,94.3,Crystal Palace,Forward,Christian Benteke
0,4.5,2.9,0.6,77,103114,108826,1970,0,1,8,28,0,0,0,3,0,0,5,395,315.0,85.8,41.0,44.3,Crystal Palace,Defender,Cheikhou Kouyaté
0,5.2,1.3,0.0,19,3745,10512,767,0,0,1,16,1,0,0,1,0,0,0,118,88.6,196.6,38.0,32.3,Crystal Palace,Midfielder,Luka Milivojevic
0,5.8,2.5,1.0,77,374485,362841,2012,3,4,9,31,0,0,0,2,0,0,3,281,349.2,361.3,491.0,120.1,Crystal Palace,Forward,Jordan Ayew
2,6.9,4.5,8.5,150,1716571,1569368,2759,14,2,11,34,0,0,2,4,1,0,11,422,777.2,660.5,1001.0,243.8,Crystal Palace,Midfielder,Wilfried Zaha
1,5.4,2.7,0.1,86,14062,14874,1840,4,2,8,19,0,0,0,1,0,0,2,297,412.0,249.8,486.0,114.9,Crystal Palace,Midfielder,Jeffrey Schlupp
1,4.4,3.3,0.4,30,153287,159107,765,0,0,1,13,0,1,0,0,0,17,3,132,155.0,0.0,0.0,15.7,Crystal Palace,Goalkeeper,Jack Butland
0,4.7,1.3,0.0,4,2519,4531,116,0,0,0,5,0,0,0,0,0,0,0,16,11.2,27.5,2.0,4.0,Crystal Palace,Midfielder,Jairo Riedewald
0,5.3,2.8,2.7,61,462031,229762,1138,5,1,5,14,0,0,0,2,0,0,6,182,253.6,112.8,568.0,93.4,Crystal Palace,Forward,Jean-Philippe Mateta
0,5.9,2.4,0.1,31,134473,127765,599,1,1,3,8,0,0,0,1,0,0,2,125,120.0,175.3,135.0,43.2,Crystal Palace,Midfielder,Eberechi Eze
0,4.5,1.0,0.0,1,1502,1579,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,Crystal Palace,Defender,Nathan Ferguson
1,4.5,3.0,1.4,109,326055,262305,3101,0,2,10,43,0,0,0,1,0,0,6,561,619.2,380.5,111.0,111.1,Crystal Palace,Defender,Tyrick Mitchell
0,4.7,2.1,0.1,34,14877,16697,1050,0,2,4,16,0,0,0,6,0,0,2,164,159.0,143.0,60.0,36.3,Crystal Palace,Midfielder,Will Hughes
0,5.3,2.8,0.2,73,124120,112450,1127,2,6,4,14,0,0,0,4,0,0,8,287,308.2,389.0,269.0,96.5,Crystal Palace,Midfielder,Michael Olise
0,4.5,2.6,0.2,73,34993,40709,2486,0,0,9,37,0,0,0,8,0,0,2,422,455.8,132.5,64.0,65.4,Crystal Palace,Defender,Joel Ward
0,4.5,3.4,2.0,123,416457,276706,3222,2,1,11,43,0,0,0,4,0,0,8,676,720.6,98.5,290.0,111.1,Crystal Palace,Defender,Marc Guéhi
2,4.7,3.6,2.7,124,352240,152589,2914,0,4,12,37,1,0,0,4,0,0,14,619,630.6,234.0,142.0,100.7,Crystal Palace,Defender,Joachim Andersen
0,4.3,3.7,0.8,59,89474,26161,1351,0,1,6,12,0,0,0,1,0,0,4,264,181.0,99.1,17.0,29.9,Crystal Palace,Defender,Nathaniel Clyne
0,4.4,2.0,0.0,4,3832,3709,79,0,0,1,0,0,0,0,0,0,0,0,7,1.0,6.1,2.0,0.8,Crystal Palace,Midfielder,Jesurun Rak-Sakyi
2,6.0,3.1,2.9,87,1672653,1469963,1554,6,4,9,19,0,0,0,4,0,0,9,280,389.8,265.7,618.0,127.6,Crystal Palace,Forward,Odsonne Edouard
0,5.6,2.0,0.3,22,83955,162874,392,1,1,1,8,0,0,0,2,0,0,1,61,74.6,85.2,85.0,24.4,Everton,Midfielder,Anwar El Ghazi
0,4.2,1.6,1.3,18,244824,156991,660,0,0,3,6,0,0,0,2,0,0,0,118,115.6,58.4,16.0,19.0,Everton,Midfielder,Fabian Delph
2,4.9,2.6,1.0,79,215011,189438,2656,1,1,7,50,1,0,0,4,0,0,6,439,469.4,232.1,170.0,86.9,Everton,Defender,Seamus Coleman
3,4.6,3.2,2.7,102,670104,685603,2791,3,2,8,54,2,0,0,2,1,0,11,518,697.0,97.0,231.0,102.7,Everton,Defender,Michael Keane
1,4.8,3.3,6.3,116,721786,767080,3150,0,0,7,58,0,0,0,2,0,117,12,624,863.2,43.0,0.0,90.5,Everton,Goalkeeper,Jordan Pickford
0,4.3,2.1,2.9,58,1077267,1008066,2181,0,3,6,38,0,0,0,7,1,0,2,313,391.4,228.4,82.0,70.4,Everton,Midfielder,Allan Marques Loureiro
0,4.9,1.3,0.1,18,8975,17572,614,0,1,0,19,0,0,0,3,0,0,0,47,84.0,85.2,136.0,30.6,Everton,Midfielder,André Filipe Tavares Gomes
1,5.3,3.0,1.2,90,846803,854757,2536,2,5,5,47,0,0,0,6,0,0,8,387,481.8,285.8,441.0,121.1,Everton,Midfielder,Abdoulaye Doucouré
0,5.8,2.8,0.3,78,39361,40693,2029,2,2,6,38,0,0,0,1,0,0,6,312,370.0,501.4,357.0,122.7,Everton,Midfielder,Alex Iwobi
0,4.9,1.8,0.3,24,36513,72493,844,0,0,2,10,0,0,0,3,0,0,0,133,164.8,18.2,66.0,24.6,Everton,Defender,Yerry Mina
0,4.8,2.0,0.1,12,6411,11623,230,1,0,0,9,0,0,0,1,0,0,0,44,61.6,8.6,90.0,16.1,Everton,Midfielder,Tom Davies
1,7.7,3.8,3.0,64,1469276,2119738,1281,5,2,3,31,0,0,1,2,0,0,10,207,255.8,144.7,448.0,84.7,Everton,Forward,Dominic Calvert-Lewin
0,4.2,2.5,1.6,62,217790,146613,2133,2,2,5,42,1,0,0,7,1,0,2,312,431.2,42.1,120.0,59.3,Everton,Defender,Mason Holgate
0,4.7,2.0,0.4,45,47500,99414,2029,0,0,4,39,0,0,0,6,0,0,1,318,416.0,164.6,222.0,80.5,Everton,Defender,Ben Godfrey
2,7.6,4.2,12.3,125,2445134,2330597,2522,10,6,7,46,0,0,0,9,0,0,19,413,651.4,383.7,1010.0,203.9,Everton,Forward,Richarlison de Andrade
0,5.7,2.1,0.3,31,109639,107111,550,2,0,2,14,0,0,0,1,0,0,1,119,156.8,77.6,118.0,35.3,Everton,Midfielder,Donny van de Beek
0,6.2,1.7,1.0,35,385004,459063,985,1,0,3,23,0,0,0,4,0,0,1,103,189.2,142.6,129.0,46.1,Everton,Midfielder,Bamidele Alli
0,4.0,4.3,2.3,13,230872,224279,270,0,0,1,8,0,0,0,0,0,11,3,61,81.8,0.0,0.0,8.2,Everton,Goalkeeper,Asmir Begović
3,5.2,3.1,2.1,66,1531076,1495235,1452,3,2,3,30,0,0,0,3,0,0,8,252,351.6,468.9,221.0,103.9,Everton,Midfielder,Andros Townsend
0,5.4,3.1,5.2,106,3188458,2920714,2336,5,5,6,39,0,0,0,3,0,0,3,397,486.2,644.2,758.0,189.0,Everton,Midfielder,Demarai Gray
0,4.3,1.4,0.1,21,11276,13335,1015,0,1,1,24,0,0,0,1,1,0,0,147,164.6,175.4,44.0,38.5,Everton,Defender,Jonjoe Kenny
2,4.7,2.9,5.7,100,874372,366043,2277,4,3,7,40,0,0,0,4,0,0,9,325,460.4,523.0,632.0,161.6,Everton,Midfielder,Anthony Gordon
0,4.4,1.0,0.0,3,3330,4784,65,0,0,0,2,0,0,0,0,0,0,0,10,7.0,0.6,0.0,0.8,Everton,Midfielder,Jean-Philippe Gbamin
0,4.0,1.2,0.3,7,56637,47223,387,1,0,0,17,0,0,0,0,1,0,1,49,90.2,2.8,44.0,13.8,Everton,Defender,Jarrad Branthwaite
0,6.0,1.0,0.0,1,2460,3301,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,Everton,Forward,Moise Kean
0,6.0,1.5,0.2,30,78947,72780,779,1,1,2,16,0,0,0,2,1,0,2,73,94.2,108.9,339.0,53.8,Everton,Forward,Salomón Rondón
0,4.5,2.0,0.2,2,69799,59138,61,0,0,1,0,0,0,0,0,0,0,0,6,6.4,0.4,0.0,0.7,Everton,Forward,Ellis Simms
0,4.5,0.7,0.9,2,183641,111602,30,0,0,0,1,0,0,0,1,0,0,0,6,2.4,0.9,4.0,0.8,Everton,Forward,Lewis Dobbin
0,5.0,1.0,0.1,1,133649,127224,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,Everton,Forward,Cenk Tosun
0,4.5,1.0,0.0,3,774,571,27,0,0,0,0,0,0,0,0,0,0,0,8,1.2,0.0,18.0,1.9,Everton,Midfielder,Tyler Onyango
1,4.9,3.2,1.2,42,140613,32986,1054,1,1,3,17,0,0,0,0,0,0,3,177,187.4,138.8,66.0,39.4,Everton,Defender,Vitalii Mykolenko
0,4.5,1.0,0.0,1,140,78,13,0,0,0,1,0,0,0,0,0,0,0,-2,0.0,0.1,8.0,0.6,Everton,Midfielder,Isaac Price
1,5.0,3.5,18.2,131,1689605,1590494,3330,0,0,7,58,0,2,0,1,0,131,12,706,1076.6,11.2,0.0,109.1,Leicester,Goalkeeper,Kasper Schmeichel
0,5.4,2.2,0.3,39,51588,46628,1346,1,1,2,23,0,0,0,3,0,0,0,257,355.6,57.6,75.0,48.8,Leicester,Defender,Jonny Evans
0,5.2,2.4,0.1,40,22550,32878,1127,1,2,2,24,0,0,0,3,0,0,2,169,236.2,208.6,51.0,49.7,Leicester,Midfielder,Marc Albrighton
0,4.3,1.7,1.1,24,349723,315419,1032,0,0,2,15,0,0,0,3,0,0,0,147,88.2,44.2,7.0,14.0,Leicester,Midfielder,Nampalys Mendy
0,4.0,3.0,3.4,3,242631,267764,90,0,0,0,1,0,0,0,0,0,4,0,17,32.4,0.0,0.0,3.2,Leicester,Goalkeeper,Danny Ward
5,10.3,5.3,12.0,133,3896763,4286672,1801,15,3,4,27,1,0,0,2,0,0,24,480,599.8,229.5,775.0,159.6,Leicester,Forward,Jamie Vardy
1,5.2,2.5,1.5,35,371139,552145,990,1,3,1,20,0,0,0,3,0,0,3,202,274.8,139.6,122.0,53.7,Leicester,Defender,Ricardo Domingos Barbosa Pereira
1,4.0,2.0,10.9,55,1612752,1842053,2118,0,0,5,40,0,0,0,4,0,0,4,422,460.4,69.4,20.0,54.9,Leicester,Defender,Daniel Amartey
1,5.3,2.8,1.5,75,257794,214033,2124,1,0,6,30,0,0,0,1,0,0,6,365,435.4,241.0,103.0,78.1,Leicester,Defender,Timothy Castagne
2,6.4,3.8,3.5,120,1004798,1194917,2629,6,4,6,42,0,0,0,3,0,0,14,532,723.8,578.9,460.0,175.8,Leicester,Midfielder,Youri Tielemans
1,5.7,2.5,0.1,35,12230,29532,438,2,3,1,15,0,0,0,0,1,0,2,101,172.4,139.7,180.0,48.7,Leicester,Midfielder,Ayoze Pérez
6,6.9,5.2,16.3,181,3524725,2992096,2454,12,11,5,41,0,0,0,3,0,0,24,637,827.4,706.2,770.0,230.2,Leicester,Midfielder,James Maddison
1,7.0,3.1,3.2,80,754762,1479174,1253,4,6,1,25,0,0,0,1,0,0,10,246,292.0,242.7,390.0,92.2,Leicester,Forward,Kelechi Iheanacho
0,4.4,1.3,0.1,8,12649,16855,284,0,0,1,4,0,0,0,1,0,0,0,41,43.0,2.8,6.0,5.3,Leicester,Midfielder,Hamza Choudhury
2,6.5,4.3,4.2,137,714022,1313969,2095,6,12,8,30,0,0,0,2,0,0,10,377,546.2,425.3,1000.0,196.8,Leicester,Midfielder,Harvey Barnes
0,4.8,2.2,0.8,41,84320,169256,1617,0,1,5,26,0,0,0,4,0,0,0,240,322.0,66.0,179.0,57.0,Leicester,Midfielder,Wilfred Ndidi
0,4.9,2.4,2.1,66,279122,357812,2497,1,0,5,44,0,0,0,5,0,0,6,454,606.4,64.7,90.0,76.2,Leicester,Defender,Çaglar Söyüncü
0,4.9,2.2,0.6,29,106032,54467,996,0,0,2,13,0,0,0,0,0,0,1,167,190.0,136.2,97.0,42.5,Leicester,Defender,James Justin
0,4.3,2.3,0.8,50,225090,211437,1911,0,1,5,35,0,0,0,2,0,0,1,349,406.2,198.5,59.0,66.6,Leicester,Defender,Luke Thomas
0,4.3,2.4,0.9,17,85806,70508,630,0,0,1,7,0,0,0,2,0,0,2,112,131.4,30.1,32.0,19.4,Leicester,Defender,Wesley Fofana
0,4.7,1.1,0.4,11,61714,143303,563,0,0,1,16,0,0,0,2,0,0,0,115,159.2,15.2,15.0,19.0,Leicester,Defender,Jannik Vestergaard
1,7.0,3.0,1.4,70,490710,507841,1152,5,3,3,20,0,0,0,2,0,0,8,216,287.8,166.2,460.0,90.9,Leicester,Forward,Patson Daka
0,4.8,1.9,0.1,36,17237,21631,1095,0,1,2,27,0,0,0,0,0,0,1,153,142.6,98.6,40.0,28.1,Leicester,Midfielder,Boubakary Soumaré
0,4.6,1.0,0.3,4,19475,149828,337,0,0,0,7,0,0,0,1,0,0,0,32,48.0,14.8,8.0,7.2,Leicester,Defender,Ryan Bertrand
1,4.4,2.5,1.6,70,243474,105914,2101,1,2,8,27,0,0,0,4,0,0,4,337,377.6,505.6,221.0,110.6,Leicester,Midfielder,Kiernan Dewsbury-Hall
0,5.9,2.9,0.3,76,256237,230015,1446,6,0,2,31,0,0,0,2,0,0,6,225,363.0,303.7,518.0,118.3,Leicester,Midfielder,Ademola Lookman
0,4.5,1.0,0.0,1,993,687,23,0,0,0,1,0,0,0,0,0,0,0,2,2.0,1.5,2.0,0.6,Leicester,Midfielder,Lewis Brunt
0,4.5,1.0,0.0,1,227,210,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,Leicester,Midfielder,Kasey McAteer
1,4.4,2.9,0.3,60,69830,82615,1814,0,2,5,26,0,0,0,5,0,0,5,352,413.4,53.4,65.0,53.4,Leeds,Defender,Liam Cooper
1,4.3,2.1,2.8,55,649596,1319455,2272,2,3,2,66,0,0,0,4,1,0,8,405,603.2,186.5,238.0,102.5,Leeds,Defender,Luke Ayling
1,5.1,1.8,0.3,61,93057,117004,2071,1,2,1,52,0,0,0,5,0,0,4,277,340.4,434.6,484.0,125.6,Leeds,Midfielder,Mateusz Klich
0,6.3,2.7,2.1,85,495107,477540,2263,6,2,5,37,0,0,0,9,0,0,11,351,430.2,558.3,602.0,159.0,Leeds,Forward,Rodrigo Moreno
0,4.9,2.4,2.7,80,301722,1184311,2920,1,1,5,66,0,0,0,5,0,0,6,473,615.8,509.6,288.0,141.8,Leeds,Midfielder,Stuart Dallas
0,7.7,3.1,2.8,28,905040,2047850,557,2,2,0,14,0,0,0,2,0,0,2,90,125.8,69.0,289.0,47.9,Leeds,Forward,Patrick Bamford
1,4.5,2.8,0.4,77,116867,104656,2341,3,0,5,44,0,0,0,7,0,0,6,432,521.8,40.1,142.0,70.7,Leeds,Defender,Diego Llorente
0,4.7,1.9,0.9,39,105200,233154,1594,0,1,3,25,0,0,0,4,0,0,1,209,270.8,151.0,99.0,52.4,Leeds,Midfielder,Kalvin Phillips
0,5.4,1.0,0.0,1,1668,15103,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,1.0,0.0,Leeds,Midfielder,Hélder Wander Sousa de Azevedo e Costa
0,4.8,1.5,0.1,34,22162,24559,976,1,1,1,26,0,0,0,5,0,0,1,105,160.4,189.8,296.0,64.9,Leeds,Midfielder,Tyler Roberts
0,4.3,1.1,0.1,23,138028,151750,1572,0,0,1,40,0,0,0,3,0,0,0,186,201.2,70.3,121.0,39.5,Leeds,Defender,Robin Koch
0,6.3,4.1,11.6,145,3973218,4412647,2916,11,4,5,68,0,0,0,7,0,0,14,457,770.8,928.6,915.0,261.6,Leeds,Midfielder,Raphael Dias Belloli
0,4.4,1.4,0.1,19,22039,23850,704,0,1,1,14,0,0,0,4,0,0,0,94,126.6,29.0,62.0,21.9,Leeds,Midfielder,Jamie Shackleton
0,4.3,1.2,0.2,35,17855,38945,2050,1,1,1,53,0,0,0,6,1,0,0,339,481.0,134.8,191.0,80.8,Leeds,Defender,Pascal Struijk
2,4.8,2.8,2.0,106,219982,370776,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9,Leeds,Goalkeeper,Illan Meslier
2,5.5,3.3,1.5,117,323438,545835,2638,8,1,3,68,0,0,0,3,0,0,12,408,614.6,591.8,687.0,188.5,Leeds,Midfielder,Jack Harrison
1,6.0,2.7,0.5,91,243740,231535,2489,4,5,5,51,0,0,0,7,1,0,2,221,336.4,348.1,810.0,148.1,Leeds,Midfielder,Daniel James
0,4.7,0.9,0.3,22,30822,81097,1709,0,2,1,49,1,0,0,11,0,0,4,219,320.4,289.4,142.0,75.1,Leeds,Defender,Héctor Junior Firpo Adames
0,4.3,2.0,0.1,2,7453,12765,35,0,0,0,0,0,0,0,0,0,4,0,12,25.4,0.0,0.0,2.5,Leeds,Goalkeeper,Kristoffer Klaesson
0,4.6,2.1,3.1,15,580620,393884,231,0,2,0,5,0,0,0,0,0,0,0,54,51.6,49.4,39.0,13.9,Leeds,Forward,Sam Greenwood
0,4.5,1.0,0.0,6,8731,8090,126,0,0,0,1,0,0,0,0,0,0,0,20,18.6,32.0,36.0,8.6,Leeds,Midfielder,Crysencio Summerville
0,4.5,1.7,0.1,38,140297,137134,1526,0,1,2,41,0,0,0,5,0,0,0,204,217.2,195.3,119.0,53.3,Leeds,Midfielder,Adam Forshaw
0,3.9,0.0,0.1,0,8911,9306,126,0,0,0,6,0,0,0,1,0,0,0,14,20.0,16.5,4.0,4.0,Leeds,Defender,Cody Drameh
0,4.0,0.8,0.3,4,64701,52895,140,0,0,0,4,0,0,0,1,0,0,0,19,29.2,0.6,4.0,3.3,Leeds,Defender,Charlie Cresswell
0,4.4,1.0,0.0,1,1846,1749,9,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,Leeds,Midfielder,Liam McCarron
0,4.7,2.1,4.1,43,933525,585313,733,2,4,1,25,0,0,0,4,0,0,3,129,148.0,117.0,412.0,67.2,Leeds,Forward,Joe Gelhardt
0,4.3,1.0,0.3,1,79285,58451,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,Leeds,Midfielder,Stuart McKinstry
0,4.0,1.0,0.0,2,3512,3392,148,0,0,0,5,0,0,0,0,0,0,0,29,45.6,12.8,2.0,6.1,Leeds,Defender,Leo Fuhr Hjelde
0,4.5,1.0,0.0,3,131523,129093,145,0,0,0,4,0,0,0,0,0,0,0,4,5.4,2.8,1.0,0.8,Leeds,Midfielder,Lewis Bate
0,4.9,1.6,0.1,38,12265,17677,844,0,1,4,6,0,0,0,2,0,0,1,196,233.2,332.8,78.0,64.5,Liverpool,Midfielder,James Milner
2,4.9,3.1,1.8,110,504006,448376,2592,2,5,15,22,0,0,0,3,0,0,9,507,487.4,659.5,247.0,139.2,Liverpool,Midfielder,Jordan Henderson
4,5.3,5.5,10.1,170,1554279,769424,2790,3,3,17,21,0,0,0,2,0,0,20,763,711.4,195.3,509.0,141.7,Liverpool,Defender,Joel Matip
0,5.3,2.8,0.6,69,105109,149023,1527,1,4,11,7,0,0,0,2,0,0,3,338,420.0,426.2,283.0,113.3,Liverpool,Midfielder,Thiago Alcántara do Nascimento
0,5.8,2.5,0.2,42,35389,34786,777,2,1,3,7,0,0,0,0,0,0,2,148,162.8,170.0,208.0,54.0,Liverpool,Midfielder,Alex Oxlade-Chamberlain
1,8.7,3.1,2.4,62,764471,1121151,980,5,4,5,9,0,0,0,3,0,0,5,270,337.2,248.4,497.0,108.3,Liverpool,Forward,Roberto Firmino
5,6.8,5.4,17.8,183,2203398,2061419,3060,3,3,21,21,0,0,0,3,0,0,13,803,726.4,150.3,455.0,133.1,Liverpool,Defender,Virgil van Dijk
3,11.8,5.4,4.8,183,1111702,1077273,2818,16,5,17,24,0,0,0,5,0,0,10,526,814.4,640.8,1585.0,303.9,Liverpool,Midfielder,Sadio Mané
2,6.1,4.9,9.4,176,1023557,914974,3240,0,1,20,24,1,0,0,0,0,75,15,782,721.4,10.0,0.0,73.1,Liverpool,Goalkeeper,Alisson Ramses Becker
0,5.4,3.3,0.9,97,210957,231852,2311,5,1,15,18,0,0,0,7,0,0,7,438,501.8,282.2,310.0,109.4,Liverpool,Midfielder,Fabio Henrique Tavares
8,13.1,7.6,41.0,265,6539682,7654781,2758,23,14,17,22,0,0,1,1,0,0,29,756,1241.0,875.9,2230.0,434.8,Liverpool,Midfielder,Mohamed Salah
5,7.3,6.4,11.6,186,1938795,1082491,2537,3,11,17,20,0,0,0,5,1,0,23,770,708.2,900.7,372.0,198.3,Liverpool,Defender,Andrew Robertson
0,4.8,3.1,1.4,22,243546,250241,126,3,0,0,0,0,0,0,0,0,0,3,87,104.6,6.6,165.0,27.4,Liverpool,Forward,Divock Origi
0,5.1,2.5,0.1,28,16073,22861,178,3,0,0,1,0,0,0,1,0,0,2,89,117.4,33.8,104.0,25.4,Liverpool,Midfielder,Takumi Minamino
5,8.4,6.5,37.9,208,4467728,3985324,2853,2,12,18,22,0,0,0,2,0,0,32,864,865.2,1449.1,515.0,283.2,Liverpool,Defender,Trent Alexander-Arnold
1,4.7,2.8,0.4,22,23948,65949,330,0,1,2,3,0,0,0,2,0,0,2,92,76.6,64.0,13.0,15.4,Liverpool,Defender,Joseph Gomez
1,5.0,2.8,0.2,65,57073,63205,1169,3,2,8,6,0,0,0,3,0,0,4,262,302.0,243.8,258.0,80.5,Liverpool,Midfielder,Naby Keita
3,8.3,5.0,17.3,175,6551305,6115344,2357,15,7,14,19,0,0,0,3,0,0,8,483,736.8,538.2,1379.0,264.5,Liverpool,Midfielder,Diogo Jota
0,4.3,4.0,0.1,8,15226,18841,180,0,0,1,2,0,0,0,0,0,6,0,52,46.2,0.0,0.0,4.6,Liverpool,Goalkeeper,Caoimhin Kelleher
0,5.1,3.0,1.4,33,131999,265546,990,0,0,4,10,0,0,0,2,0,0,0,208,213.4,21.0,20.0,25.4,Liverpool,Defender,Ibrahima Konaté
0,5.0,2.7,0.1,40,48181,48916,849,1,1,4,9,0,0,0,0,0,0,3,177,156.4,179.7,171.0,50.8,Liverpool,Midfielder,Curtis Jones
0,3.7,3.2,12.4,42,2424331,3166827,874,0,2,4,6,0,0,0,3,0,0,2,202,214.4,401.1,141.0,75.8,Liverpool,Defender,Konstantinos Tsimikas
0,3.8,4.0,0.5,4,76418,115239,7,0,1,0,0,0,0,0,0,0,0,0,17,18.2,11.1,2.0,3.1,Liverpool,Defender,Neco Williams
0,5.3,2.0,0.1,12,42468,49962,344,0,0,2,2,0,0,0,0,0,0,0,52,43.2,133.5,102.0,27.9,Liverpool,Midfielder,Harvey Elliott
0,4.5,0.5,0.0,1,843,751,65,0,0,0,1,0,0,0,1,0,0,0,4,2.8,2.4,0.0,0.6,Liverpool,Midfielder,Tyler Morton
0,4.5,1.0,0.0,1,923,741,8,0,0,0,0,0,0,0,0,0,0,0,-3,4.0,0.6,9.0,1.4,Liverpool,Midfielder,Kaide Gordon
0,8.1,4.9,8.0,64,1048418,321298,957,4,3,6,4,0,0,0,0,0,0,6,227,289.4,288.0,578.0,115.7,Liverpool,Midfielder,Luis Díaz
0,7.5,3.3,7.1,86,1269586,2586079,1910,3,3,15,8,0,0,0,3,0,0,2,359,394.4,730.6,923.0,204.8,Man City,Midfielder,Jack Grealish
0,5.4,4.2,4.7,85,848250,1034399,1755,0,2,10,14,0,0,0,1,0,0,5,403,274.2,247.8,110.0,63.2,Man City,Defender,Kyle Walker
2,7.1,4.6,2.6,124,735419,1198893,1851,8,5,14,10,0,0,0,1,0,0,10,488,549.2,613.8,798.0,196.3,Man City,Midfielder,Ilkay Gündogan
4,12.1,6.5,18.6,196,3527855,2123075,2196,15,8,13,22,0,0,0,2,0,0,33,732,1005.8,1222.0,880.0,311.0,Man City,Midfielder,Kevin De Bruyne
1,5.2,5.0,2.6,70,196310,848990,1117,1,0,9,6,0,0,0,0,0,0,4,290,219.8,79.7,145.0,44.4,Man City,Defender,John Stones
0,5.2,3.0,0.3,3,18818,76227,78,0,0,0,1,0,0,0,0,0,0,1,22,15.2,29.1,2.0,4.6,Man City,Defender,Benjamin Mendy
3,8.6,4.8,4.0,135,1106374,1441796,1485,11,7,7,14,0,0,1,0,0,0,12,477,616.8,631.6,842.0,208.7,Man City,Midfielder,Riyad Mahrez
5,10.5,5.4,2.6,163,785692,834017,2121,13,7,13,17,0,0,1,1,0,0,15,468,730.8,613.2,1188.0,253.4,Man City,Midfielder,Raheem Sterling
6,7.2,5.6,41.4,201,5714818,2892649,3227,1,11,19,25,0,0,0,7,0,0,27,829,796.0,786.9,851.0,243.6,Man City,Defender,João Pedro Cavaco Cancelo
0,6.2,4.2,12.1,155,1212851,1092177,3330,0,0,20,26,0,0,0,3,0,60,4,701,561.2,0.0,0.0,56.1,Man City,Goalkeeper,Ederson Santana de Moraes
0,4.7,3.9,0.5,54,74111,79916,919,2,0,5,3,0,0,0,0,0,0,0,234,245.0,58.9,75.0,37.9,Man City,Defender,Nathan Aké
2,6.0,4.8,11.0,160,2202388,1487557,2830,4,2,18,24,0,0,0,5,1,0,8,714,660.0,201.0,348.0,120.7,Man City,Defender,Aymeric Laporte
0,4.4,7.0,0.2,7,16828,27499,90,0,0,1,0,0,0,0,0,0,2,1,29,23.0,0.0,0.0,2.3,Man City,Goalkeeper,Zack Steffen
3,7.0,4.4,14.0,155,4431646,3450935,2856,8,8,16,23,0,0,0,6,0,0,15,663,739.4,876.1,958.0,257.9,Man City,Midfielder,Bernardo Mota Veiga de Carvalho e Silva
2,6.2,4.9,15.5,141,2625667,3554820,2401,2,5,14,18,0,0,0,5,0,0,12,622,581.2,225.2,268.0,107.6,Man City,Defender,Rúben Santos Gato Alves Dias
3,8.6,4.3,10.2,120,2985403,2505302,1871,8,8,11,15,0,0,0,1,0,0,16,488,567.4,530.9,1126.0,222.3,Man City,Forward,Gabriel Fernando de Jesus
